11,9,10,8,12,0
12,10,9,8,0,0
12,10,9,8,11,0
11,10,8,7,0,1
11,10,8,7,12,0
9,7,8,12,11,0
12,8,9,11,10,0
12,9,11,7,0,1
12,9,11,7,8,1
10,9,11,12,8,0
7,12,8,11,10,0
10,11,8,12,9,0
8,11,10,12,9,0
8,10,11,9,0,0
8,10,11,9,7,1
12,8,10,9,0,0
12,8,10,9,11,0
9,11,7,8,12,0
12,10,11,7,8,1
9,8,11,12,0,0
9,8,11,12,10,0
11,9,12,10,0,0
11,9,12,10,7,1
12,7,8,10,0,0
12,7,8,10,9,1
8,7,11,10,9,1
7,8,12,10,0,0
7,8,12,10,9,1
12,10,8,9,7,1
7,11,10,8,0,1
7,11,10,8,9,1
11,9,8,10,0,0
11,9,8,10,12,0
8,12,10,7,9,1
10,7,11,12,8,1
12,11,7,10,0,0
12,11,7,10,8,1
9,8,10,0,0,1
9,8,10,12,0,0
9,8,10,12,7,1
7,10,11,9,0,0
7,10,11,9,8,1
12,8,7,9,0,1
12,8,7,9,11,0
12,7,9,10,11,0
11,12,9,8,0,0
11,12,9,8,10,0
11,7,9,12,8,1
12,7,8,9,0,1
12,7,8,9,11,0
8,7,9,11,0,0
8,7,9,11,10,1
9,8,12,10,11,0
11,12,7,9,10,0
11,12,9,10,0,0
11,12,9,10,8,0
10,9,7,11,0,0
10,9,7,11,12,0
10,9,8,11,12,0
8,9,10,7,11,1
10,11,12,7,8,1
9,8,11,10,7,1
12,11,8,9,7,1
8,10,11,7,0,1
8,10,11,7,9,1
11,8,7,10,9,1
7,10,12,9,8,1
9,10,8,11,0,0
9,10,8,11,12,0
7,12,10,11,0,0
7,12,10,11,8,1
8,12,7,10,11,0
7,10,9,8,0,1
7,10,9,8,12,0
8,12,9,10,0,0
8,12,9,10,11,0
11,9,7,10,0,0
11,9,7,10,8,1
9,12,7,8,0,1
9,12,7,8,11,0
8,10,12,9,11,0
12,8,7,11,0,0
12,8,7,11,10,0
10,9,8,12,0,0
10,9,8,12,7,1
11,9,10,7,12,0
11,7,10,8,9,1
10,12,9,11,0,0
10,12,9,11,7,1
12,11,7,0,0,1
12,11,7,9,0,0
12,11,7,9,8,1
11,8,10,12,0,0
11,8,10,12,7,1
7,8,10,0,0,1
7,8,10,12,0,0
7,8,10,12,9,1
7,8,9,12,11,0
8,10,7,9,11,1
9,8,12,11,10,0
10,12,8,7,9,1
11,7,12,8,10,0
12,11,9,7,8,1
11,12,7,8,9,1
11,12,8,9,0,0
11,12,8,9,7,1
10,7,8,11,12,0
9,8,7,12,10,1
9,10,12,11,0,0
9,10,12,11,8,0
11,10,8,12,7,1
11,9,10,8,0,0
11,9,10,8,7,1
8,11,9,10,0,0
8,11,9,10,7,1
10,11,9,8,7,1
12,7,10,8,0,1
12,7,10,8,11,0
7,12,11,10,9,0
10,8,7,12,11,0
11,8,7,10,0,0
11,8,7,10,12,0
9,10,8,7,0,1
9,10,8,7,12,0
7,12,9,8,0,1
7,12,9,8,11,0
8,12,10,9,0,0
8,12,10,9,7,1
7,12,8,10,9,1
11,10,12,7,0,1
11,10,12,7,9,0
8,7,11,10,0,0
8,7,11,10,12,0
11,12,7,8,0,1
11,12,7,8,10,0
12,8,9,11,0,0
12,8,9,11,7,1
11,10,7,12,0,0
11,10,7,12,8,1
10,12,8,11,7,1
8,9,12,0,0,0
8,9,12,7,0,1
8,9,12,7,11,0
8,10,7,9,0,1
8,10,7,9,12,0
8,11,12,7,0,1
8,11,12,7,10,0
11,10,9,12,0,0
11,10,9,12,8,0
9,11,10,12,0,0
9,11,10,12,8,0
12,7,9,11,0,0
12,7,9,11,10,0
10,12,11,8,0,0
10,12,11,8,7,1
10,12,11,0,0,0
10,12,11,9,0,0
10,12,11,9,8,0
12,11,9,7,0,1
12,11,9,7,10,0
11,8,12,9,7,1
8,9,7,12,0,0
8,9,7,12,10,1
7,11,8,12,0,0
7,11,8,12,10,0
11,7,12,8,0,1
11,7,12,8,9,1
10,7,11,9,0,0
10,7,11,9,8,1
8,11,9,12,0,0
8,11,9,12,10,0
8,12,9,11,0,0
8,12,9,11,7,1
11,9,8,0,0,1
11,9,8,12,0,0
11,9,8,12,10,0
12,7,11,9,0,0
12,7,11,9,10,0
7,10,11,12,9,0
12,9,10,7,11,0
12,9,10,8,7,1
10,8,12,9,0,0
10,8,12,9,7,1
8,10,12,7,11,0
12,10,9,11,0,0
12,10,9,11,7,1
10,8,7,12,0,0
10,8,7,12,9,1
12,10,8,0,0,1
12,10,8,9,0,0
12,10,8,9,11,0
8,7,11,12,10,0
10,8,12,7,11,0
8,12,11,9,10,0
10,11,8,9,12,0
8,11,7,10,0,0
8,11,7,10,12,0
7,9,12,11,0,0
7,9,12,11,8,1
10,8,9,11,7,1
9,8,11,7,10,1
12,11,8,10,0,0
12,11,8,10,7,1
9,7,8,12,0,0
9,7,8,12,10,1
10,7,12,11,8,1
12,11,8,7,0,1
12,11,8,7,10,0
12,8,7,10,11,0
7,9,8,10,11,1
8,9,11,7,0,1
8,9,11,7,12,0
9,10,7,11,8,1
12,9,10,8,0,0
12,9,10,8,11,0
10,8,7,11,0,0
10,8,7,11,9,1
7,9,8,11,12,0
7,11,10,12,8,1
9,11,12,7,8,1
10,7,12,11,0,0
10,7,12,11,9,0
12,9,10,11,7,1
10,11,9,12,0,0
10,11,9,12,7,1
8,10,9,0,0,1
8,10,9,12,0,0
8,10,9,12,7,1
11,9,10,12,8,0
8,10,7,12,0,0
8,10,7,12,11,0
8,11,12,9,10,0
8,7,12,9,0,1
8,7,12,9,10,1
12,7,8,0,0,1
12,7,8,11,0,0
12,7,8,11,10,0
7,10,8,11,0,0
7,10,8,11,9,1
11,12,10,9,8,0
9,7,11,8,12,0
10,8,9,11,0,0
10,8,9,11,12,0
8,9,10,11,12,0
8,12,7,11,0,0
8,12,7,11,10,0
9,11,12,7,0,1
9,11,12,7,10,0
9,12,8,10,0,0
9,12,8,10,11,0
11,7,12,0,0,0
11,7,12,10,0,0
11,7,12,10,9,0
10,9,11,8,0,0
10,9,11,8,7,1
10,12,9,8,0,0
10,12,9,8,7,1
9,8,11,10,0,0
9,8,11,10,12,0
8,12,11,7,0,1
8,12,11,7,9,1
12,9,8,7,11,0
7,11,9,10,8,1
7,11,10,9,0,0
7,11,10,9,12,0
8,11,10,7,0,1
8,11,10,7,12,0
7,9,8,10,0,1
7,9,8,10,12,0
8,11,7,12,10,0
8,12,11,0,0,0
8,12,11,9,0,0
8,12,11,9,7,1
8,9,10,7,0,1
8,9,10,7,12,0
9,12,10,8,0,0
9,12,10,8,7,1
9,11,7,12,0,0
9,11,7,12,10,0
10,9,7,0,0,1
10,9,7,12,0,0
10,9,7,12,11,0
8,11,10,12,0,0
8,11,10,12,7,1
9,7,11,8,0,1
9,7,11,8,10,1
12,7,9,10,0,0
12,7,9,10,8,1
8,10,11,12,9,0
7,9,10,8,12,0
7,11,9,10,0,0
7,11,9,10,12,0
8,10,7,11,9,1
9,7,12,10,11,0
10,8,12,7,0,1
10,8,12,7,9,1
11,9,12,7,0,1
11,9,12,7,10,0
10,11,12,8,0,0
10,11,12,8,7,1
10,12,7,8,11,0
7,8,9,10,12,0
11,8,10,9,12,0
8,12,10,11,0,0
8,12,10,11,7,1
10,12,8,7,0,1
10,12,8,7,11,0
10,11,8,9,0,0
10,11,8,9,7,1
9,8,7,12,0,0
9,8,7,12,11,0
8,10,12,9,0,0
8,10,12,9,7,1
10,8,7,9,12,0
10,11,12,9,0,0
10,11,12,9,7,1
9,7,8,11,10,1
10,8,9,7,0,1
10,8,9,7,11,1
8,11,7,9,10,1
9,10,11,8,0,0
9,10,11,8,7,1
12,10,9,7,8,1
10,7,8,11,0,0
10,7,8,11,9,1
9,11,8,10,0,0
9,11,8,10,12,0
9,11,12,0,0,0
9,11,12,10,0,0
9,11,12,10,7,1
7,9,10,11,0,0
7,9,10,11,12,0
9,10,8,12,7,1
8,9,7,10,0,1
8,9,7,10,11,1
9,7,11,12,0,0
9,7,11,12,8,1
8,11,10,9,12,0
7,12,10,9,11,0
10,9,11,12,0,0
10,9,11,12,7,1
7,12,10,9,0,0
7,12,10,9,8,1
8,9,7,0,0,1
8,9,7,11,0,0
8,9,7,11,12,0
12,8,10,11,9,0
12,9,7,8,0,1
12,9,7,8,10,1
8,7,10,11,9,1
10,7,12,0,0,0
10,7,12,8,0,1
10,7,12,8,9,1
12,11,9,10,7,1
7,12,11,10,0,0
7,12,11,10,8,1
11,10,9,7,0,1
11,10,9,7,12,0
11,12,8,7,9,1
9,7,10,8,0,1
9,7,10,8,12,0
10,11,9,0,0,0
10,11,9,8,0,0
10,11,9,8,12,0
10,7,8,9,12,0
11,8,12,10,9,0
11,9,7,0,0,1
11,9,7,8,0,1
11,9,7,8,10,1
9,12,8,11,7,1
10,9,12,11,7,1
9,12,8,7,0,1
9,12,8,7,11,0
11,8,12,9,0,0
11,8,12,9,10,0
11,8,12,10,0,0
11,8,12,10,7,1
8,7,12,11,10,0
11,10,12,0,0,0
11,10,12,9,0,0
11,10,12,9,7,1
7,9,10,0,0,1
7,9,10,8,0,1
7,9,10,8,11,1
11,8,7,9,12,0
7,10,12,8,0,1
7,10,12,8,11,0
11,8,9,12,0,0
11,8,9,12,10,0
11,7,10,9,8,1
9,8,7,10,0,1
9,8,7,10,11,1
10,11,7,9,8,1
7,12,11,0,0,0
7,12,11,9,0,0
7,12,11,9,10,0
11,8,7,12,0,0
11,8,7,12,9,1
8,7,10,11,0,0
8,7,10,11,12,0
12,11,10,7,0,1
12,11,10,7,8,1
7,8,11,12,10,0
8,10,7,0,0,1
8,10,7,11,0,0
8,10,7,11,12,0
12,7,11,10,8,1
7,10,8,12,9,1
7,10,9,0,0,1
7,10,9,12,0,0
7,10,9,12,8,1
11,12,9,0,0,0
11,12,9,7,0,1
11,12,9,7,8,1
7,8,11,10,0,0
7,8,11,10,12,0
9,11,10,8,7,1
11,10,9,0,0,0
11,10,9,8,0,0
11,10,9,8,12,0
11,8,12,0,0,0
11,8,12,7,0,1
11,8,12,7,9,1
11,7,8,0,0,1
11,7,8,10,0,0
11,7,8,10,12,0
8,7,12,0,0,0
8,7,12,11,0,0
8,7,12,11,9,1
11,10,8,12,0,0
11,10,8,12,9,0
7,11,12,9,10,0
11,10,8,0,0,1
11,10,8,9,0,0
11,10,8,9,7,1
9,10,7,11,0,0
9,10,7,11,12,0
7,11,8,10,0,0
7,11,8,10,12,0
7,12,8,11,0,0
7,12,8,11,9,1
10,8,11,7,9,1
7,9,11,12,10,0
9,12,11,10,0,0
9,12,11,10,8,0
10,12,9,0,0,0
10,12,9,7,0,1
10,12,9,7,8,1
12,8,11,9,10,0
8,11,9,7,10,1
7,8,9,12,0,0
7,8,9,12,10,1
11,10,7,8,9,1
12,10,11,7,0,1
12,10,11,7,9,0
12,7,11,0,0,0
12,7,11,10,0,0
12,7,11,10,9,0
9,7,10,0,0,1
9,7,10,11,0,0
9,7,10,11,12,0
11,12,10,8,0,0
11,12,10,8,9,0
12,8,7,0,0,1
12,8,7,10,0,0
12,8,7,10,9,1
11,7,10,8,0,1
11,7,10,8,12,0
10,12,7,8,0,1
10,12,7,8,9,1
11,7,10,12,8,1
12,8,11,7,10,0
10,9,12,7,0,1
10,9,12,7,8,1
10,11,8,12,0,0
10,11,8,12,7,1
8,10,11,0,0,0
8,10,11,12,0,0
8,10,11,12,7,1
11,12,7,0,0,1
11,12,7,9,0,0
11,12,7,9,8,1
10,9,11,0,0,0
10,9,11,7,0,1
10,9,11,7,12,0
10,11,7,9,0,0
10,11,7,9,12,0
11,7,9,10,0,0
11,7,9,10,12,0
12,11,9,8,0,0
12,11,9,8,10,0
7,9,11,12,0,0
7,9,11,12,8,1
10,8,12,0,0,0
10,8,12,11,0,0
10,8,12,11,9,0
11,7,9,0,0,1
11,7,9,12,0,0
11,7,9,12,10,0
10,9,8,7,0,1
10,9,8,7,12,0
9,10,12,0,0,0
9,10,12,7,0,1
9,10,12,7,8,1
11,9,10,7,0,1
11,9,10,7,8,1
7,8,11,12,0,0
7,8,11,12,9,1
7,10,12,11,0,0
7,10,12,11,9,0
7,9,8,12,11,0
8,7,11,0,0,0
8,7,11,12,0,0
8,7,11,12,9,1
9,8,12,10,0,0
9,8,12,10,7,1
8,11,7,12,0,0
8,11,7,12,9,1
12,10,11,9,8,0
10,11,12,0,0,0
10,11,12,7,0,1
10,11,12,7,9,0
11,7,10,9,0,0
11,7,10,9,12,0
9,10,7,12,0,0
9,10,7,12,11,0
7,8,9,11,0,0
7,8,9,11,10,1
9,7,8,10,0,1
9,7,8,10,11,1
7,11,12,9,0,0
7,11,12,9,8,1
10,7,11,0,0,0
10,7,11,12,0,0
10,7,11,12,9,0
8,12,7,0,0,1
8,12,7,10,0,0
8,12,7,10,9,1
12,9,11,0,0,0
12,9,11,10,0,0
12,9,11,10,8,0
9,7,12,11,0,0
9,7,12,11,8,1
12,9,10,7,0,1
12,9,10,7,8,1
9,8,11,0,0,0
9,8,11,7,0,1
9,8,11,7,12,0
8,11,9,0,0,1
8,11,9,7,0,1
8,11,9,7,12,0
10,8,11,0,0,0
10,8,11,7,0,1
10,8,11,7,12,0
7,11,12,0,0,0
7,11,12,10,0,0
7,11,12,10,8,1
8,9,10,11,0,0
8,9,10,11,7,1
12,8,11,7,0,1
12,8,11,7,9,1
11,8,7,0,0,1
11,8,7,9,0,1
11,8,7,9,10,1
12,8,10,0,0,0
12,8,10,11,0,0
12,8,10,11,7,1
8,9,11,10,7,1
12,10,7,11,0,0
12,10,7,11,9,0
10,12,8,11,0,0
10,12,8,11,9,0
10,11,7,0,0,1
10,11,7,12,0,0
10,11,7,12,9,0
9,8,12,7,0,1
9,8,12,7,11,0
8,7,9,10,12,0
9,11,8,7,0,1
9,11,8,7,10,1
12,9,8,7,0,1
12,9,8,7,10,1
10,8,9,0,0,1
10,8,9,12,0,0
10,8,9,12,7,1
7,12,10,8,11,0
7,10,12,0,0,0
7,10,12,9,0,0
7,10,12,9,11,0
11,9,10,0,0,0
11,9,10,12,0,0
11,9,10,12,7,1
9,12,8,0,0,1
9,12,8,11,0,0
9,12,8,11,10,0
9,11,7,0,0,1
9,11,7,8,0,1
9,11,7,8,10,1
8,9,11,0,0,0
8,9,11,10,0,0
8,9,11,10,12,0
12,9,10,0,0,0
12,9,10,11,0,0
12,9,10,11,8,0
7,11,10,0,0,0
7,11,10,12,0,0
7,11,10,12,9,0
11,10,7,8,0,1
11,10,7,8,12,0
9,12,11,7,0,1
9,12,11,7,10,0
7,10,11,8,0,1
7,10,11,8,12,0
12,11,8,0,0,1
12,11,8,9,0,0
12,11,8,9,10,0
9,10,7,0,0,1
9,10,7,8,0,1
9,10,7,8,11,1
11,12,8,10,0,0
11,12,8,10,7,1
7,8,11,0,0,0
7,8,11,9,0,1
7,8,11,9,12,0
8,12,9,0,0,1
8,12,9,7,0,1
8,12,9,7,10,1
7,10,8,9,0,1
7,10,8,9,12,0
7,9,8,12,0,0
7,9,8,12,10,1
12,10,7,8,11,0
7,12,10,0,0,0
7,12,10,8,0,1
7,12,10,8,9,1
12,7,10,0,0,0
12,7,10,11,0,0
12,7,10,11,9,0
9,12,7,0,0,1
9,12,7,10,0,0
9,12,7,10,11,0
9,10,8,0,0,1
9,10,8,12,0,0
9,10,8,12,11,0
9,7,8,0,0,1
9,7,8,11,0,0
9,7,8,11,12,0
12,9,7,0,0,1
12,9,7,11,0,0
12,9,7,11,10,0
7,8,9,0,0,1
7,8,9,10,0,1
7,8,9,10,11,1
9,8,12,0,0,0
9,8,12,11,0,0
9,8,12,11,7,1
9,8,0,0,0,1
9,8,7,0,0,1
9,8,7,11,0,0
9,8,7,11,12,0
12,10,11,8,0,0
12,10,11,8,7,1
9,10,0,0,0,0
9,10,11,0,0,0
9,10,11,12,0,0
9,10,11,12,7,1
10,7,8,12,0,0
10,7,8,12,11,0
8,11,7,0,0,1
8,11,7,9,0,1
8,11,7,9,12,0
11,8,10,0,0,0
11,8,10,9,0,0
11,8,10,9,7,1
12,11,9,0,0,0
12,11,9,10,0,0
12,11,9,10,8,0
7,11,8,9,12,0
7,9,8,0,0,1
7,9,8,11,0,0
7,9,8,11,10,1
10,9,12,0,0,0
10,9,12,11,0,0
10,9,12,11,8,0
12,10,9,0,0,0
12,10,9,7,0,1
12,10,9,7,11,0
8,7,9,12,0,0
8,7,9,12,11,0
7,9,11,0,0,0
7,9,11,8,0,1
7,9,11,8,12,0
9,7,11,0,0,0
9,7,11,10,0,0
9,7,11,10,12,0
8,12,0,0,0,0
8,12,10,0,0,0
8,12,10,7,0,1
8,12,10,7,11,0
8,9,10,12,7,1
10,12,7,0,0,1
10,12,7,9,0,0
10,12,7,9,11,0
10,9,0,0,0,0
10,9,8,0,0,1
10,9,8,11,0,0
10,9,8,11,7,1
10,12,8,9,7,1
12,8,11,9,0,0
12,8,11,9,7,1
8,10,0,0,0,0
8,10,12,0,0,0
8,10,12,7,0,1
8,10,12,7,9,1
9,11,8,0,0,1
9,11,8,12,0,0
9,11,8,12,7,1
11,7,0,0,0,1
11,7,10,0,0,0
11,7,10,12,0,0
11,7,10,12,9,0
12,10,7,9,0,0
12,10,7,9,11,0
10,7,9,12,0,0
10,7,9,12,11,0
10,11,0,0,0,0
10,11,8,0,0,1
10,11,8,7,0,1
10,11,8,7,12,0
12,9,8,10,0,0
12,9,8,10,7,1
11,8,9,10,0,0
11,8,9,10,7,1
10,7,8,0,0,1
10,7,8,9,0,1
10,7,8,9,11,1
10,8,0,0,0,1
10,8,7,0,0,1
10,8,7,9,0,1
10,8,7,9,11,1
10,12,0,0,0,0
10,12,8,0,0,1
10,12,8,9,0,0
10,12,8,9,11,0
8,7,9,0,0,1
8,7,9,10,0,1
8,7,9,10,11,1
7,12,8,0,0,1
7,12,8,10,0,0
7,12,8,10,11,0
10,0,0,0,0,0
10,7,0,0,0,1
10,7,9,0,0,1
10,7,9,8,0,1
10,7,9,8,11,1
7,8,12,9,0,1
7,8,12,9,11,0
11,12,10,7,0,1
11,12,10,7,8,1
11,12,8,0,0,1
11,12,8,7,0,1
11,12,8,7,10,0
8,7,0,0,0,1
8,7,10,0,0,1
8,7,10,12,0,0
8,7,10,12,9,1
7,11,8,0,0,1
7,11,8,9,0,1
7,11,8,9,10,1
8,11,12,10,0,0
8,11,12,10,7,1
11,9,0,0,0,0
11,9,12,0,0,0
11,9,12,8,0,0
11,9,12,8,10,0
9,11,10,7,0,1
9,11,10,7,8,1
9,7,12,10,0,0
9,7,12,10,8,1
12,8,11,0,0,0
12,8,11,10,0,0
12,8,11,10,9,0
7,10,8,0,0,1
7,10,8,12,0,0
7,10,8,12,11,0
7,9,12,10,0,0
7,9,12,10,11,0
7,9,0,0,0,1
7,9,12,0,0,0
7,9,12,8,0,1
7,9,12,8,10,1
7,11,9,8,10,1
12,8,0,0,0,1
12,8,9,0,0,1
12,8,9,10,0,0
12,8,9,10,11,0
7,11,9,8,0,1
7,11,9,8,12,0
12,11,0,0,0,0
12,11,10,0,0,0
12,11,10,8,0,0
12,11,10,8,7,1
9,12,10,0,0,0
9,12,10,7,0,1
9,12,10,7,11,0
9,7,0,0,0,1
9,7,12,0,0,0
9,7,12,8,0,1
9,7,12,8,10,1
7,12,0,0,0,0
7,12,9,0,0,1
7,12,9,11,0,0
7,12,9,11,8,1
8,9,0,0,0,1
8,9,10,0,0,1
8,9,10,12,0,0
8,9,10,12,11,0
12,10,7,0,0,1
12,10,7,8,0,1
12,10,7,8,9,1
8,11,12,0,0,0
8,11,12,9,0,0
8,11,12,9,7,1
12,10,0,0,0,0
12,10,11,0,0,0
12,10,11,9,0,0
12,10,11,9,7,1
12,7,0,0,0,1
12,7,9,0,0,1
12,7,9,8,0,1
12,7,9,8,11,0
12,0,0,0,0,0
12,9,0,0,0,0
12,9,8,0,0,1
12,9,8,11,0,0
12,9,8,11,10,0
7,11,0,0,0,0
7,11,9,0,0,1
7,11,9,12,0,0
7,11,9,12,8,1
9,12,0,0,0,0
9,12,11,0,0,0
9,12,11,8,0,0
9,12,11,8,7,1
11,12,0,0,0,0
11,12,10,0,0,0
11,12,10,9,0,0
11,12,10,9,7,1
7,10,0,0,0,0
7,10,11,0,0,0
7,10,11,12,0,0
7,10,11,12,8,1
7,0,0,0,0,1
7,8,0,0,0,1
7,8,12,0,0,0
7,8,12,11,0,0
7,8,12,11,9,1
9,0,0,0,0,1
9,11,0,0,0,0
9,11,10,0,0,0
9,11,10,8,0,0
9,11,10,8,12,0
11,8,0,0,0,1
11,8,9,0,0,1
11,8,9,7,0,1
11,8,9,7,10,1
8,0,0,0,0,1
8,11,0,0,0,0
8,11,10,0,0,0
8,11,10,9,0,0
8,11,10,9,7,1
11,0,0,0,0,0
11,10,0,0,0,0
11,10,7,0,0,1
11,10,7,9,0,0
11,10,7,9,8,1
